location_name,joinpoint_model,aapc_index,start_obs,end_obs,aapc,aapc_c_i_low,aapc_c_i_high,statistically_significant_0_no_1_yes,test_statistic,p_value,p_value_label,legend,Year,Value,max_joinpoints_setting,selected_joinpoints
Afghanistan,0,Full Range,2010,2023,-3.24,-3.51,-2.97,1,-25.915,0,***,"2010~2023
-3.24(-3.51~-2.97)***",2010~2023,-3.24 (-3.51~-2.97),0,0
Albania,0,Full Range,2010,2023,-2.4,-2.43,-2.37,1,-169.044,0,***,"2010~2023
-2.40(-2.43~-2.37)***",2010~2023,-2.40 (-2.43~-2.37),0,0
Algeria,0,Full Range,2010,2023,-2.73,-2.78,-2.69,1,-126.936,0,***,"2010~2023
-2.73(-2.78~-2.69)***",2010~2023,-2.73 (-2.78~-2.69),0,0
American Samoa,0,Full Range,2010,2023,-0.52,-0.59,-0.44,1,-14.924,0,***,"2010~2023
-0.52(-0.59~-0.44)***",2010~2023,-0.52 (-0.59~-0.44),0,0
Andorra,0,Full Range,2010,2023,-1.94,-1.97,-1.9,1,-132.432,0,***,"2010~2023
-1.94(-1.97~-1.90)***",2010~2023,-1.94 (-1.97~-1.90),0,0
Angola,0,Full Range,2010,2023,-2.45,-2.62,-2.29,1,-31.622,0,***,"2010~2023
-2.45(-2.62~-2.29)***",2010~2023,-2.45 (-2.62~-2.29),0,0
Antigua and Barbuda,0,Full Range,2010,2023,-2.25,-2.38,-2.12,1,-37.632,0,***,"2010~2023
-2.25(-2.38~-2.12)***",2010~2023,-2.25 (-2.38~-2.12),0,0
Argentina,0,Full Range,2010,2023,-1.97,-2,-1.95,1,-170.959,0,***,"2010~2023
-1.97(-2.00~-1.95)***",2010~2023,-1.97 (-2.00~-1.95),0,0
Armenia,0,Full Range,2010,2023,-2.57,-2.65,-2.5,1,-76.658,0,***,"2010~2023
-2.57(-2.65~-2.50)***",2010~2023,-2.57 (-2.65~-2.50),0,0
Australia,0,Full Range,2010,2023,-1.48,-1.52,-1.44,1,-87.043,0,***,"2010~2023
-1.48(-1.52~-1.44)***",2010~2023,-1.48 (-1.52~-1.44),0,0
Austria,0,Full Range,2010,2023,-2.12,-2.15,-2.1,1,-191.851,0,***,"2010~2023
-2.12(-2.15~-2.10)***",2010~2023,-2.12 (-2.15~-2.10),0,0
Azerbaijan,0,Full Range,2010,2023,-2.7,-2.83,-2.57,1,-43.695,0,***,"2010~2023
-2.70(-2.83~-2.57)***",2010~2023,-2.70 (-2.83~-2.57),0,0
Bahamas,0,Full Range,2010,2023,-2,-2.07,-1.92,1,-58.668,0,***,"2010~2023
-2.00(-2.07~-1.92)***",2010~2023,-2.00 (-2.07~-1.92),0,0
Bahrain,0,Full Range,2010,2023,-2.5,-2.62,-2.38,1,-44.314,0,***,"2010~2023
-2.50(-2.62~-2.38)***",2010~2023,-2.50 (-2.62~-2.38),0,0
Bangladesh,0,Full Range,2010,2023,-3.48,-3.54,-3.43,1,-142.827,0,***,"2010~2023
-3.48(-3.54~-3.43)***",2010~2023,-3.48 (-3.54~-3.43),0,0
Barbados,0,Full Range,2010,2023,-2.04,-2.08,-2,1,-109.077,0,***,"2010~2023
-2.04(-2.08~-2.00)***",2010~2023,-2.04 (-2.08~-2.00),0,0
Belarus,0,Full Range,2010,2023,-3.11,-3.44,-2.78,1,-20.446,0,***,"2010~2023
-3.11(-3.44~-2.78)***",2010~2023,-3.11 (-3.44~-2.78),0,0
Belgium,0,Full Range,2010,2023,-2.3,-2.39,-2.21,1,-52.57,0,***,"2010~2023
-2.30(-2.39~-2.21)***",2010~2023,-2.30 (-2.39~-2.21),0,0
Belize,0,Full Range,2010,2023,-2.12,-2.17,-2.06,1,-81.974,0,***,"2010~2023
-2.12(-2.17~-2.06)***",2010~2023,-2.12 (-2.17~-2.06),0,0
Benin,0,Full Range,2010,2023,-3.42,-3.68,-3.17,1,-29.127,0,***,"2010~2023
-3.42(-3.68~-3.17)***",2010~2023,-3.42 (-3.68~-3.17),0,0
Bermuda,0,Full Range,2010,2023,-2.32,-2.36,-2.29,1,-134.804,0,***,"2010~2023
-2.32(-2.36~-2.29)***",2010~2023,-2.32 (-2.36~-2.29),0,0
Bhutan,0,Full Range,2010,2023,-3.27,-3.41,-3.14,1,-51.485,0,***,"2010~2023
-3.27(-3.41~-3.14)***",2010~2023,-3.27 (-3.41~-3.14),0,0
Bolivia (Plurinational State of),0,Full Range,2010,2023,-2.81,-2.92,-2.71,1,-60.222,0,***,"2010~2023
-2.81(-2.92~-2.71)***",2010~2023,-2.81 (-2.92~-2.71),0,0
Bosnia and Herzegovina,0,Full Range,2010,2023,-2.33,-2.39,-2.27,1,-84.968,0,***,"2010~2023
-2.33(-2.39~-2.27)***",2010~2023,-2.33 (-2.39~-2.27),0,0
Botswana,0,Full Range,2010,2023,-3.11,-3.31,-2.92,1,-34.623,0,***,"2010~2023
-3.11(-3.31~-2.92)***",2010~2023,-3.11 (-3.31~-2.92),0,0
Brazil,0,Full Range,2010,2023,-2.05,-2.06,-2.04,1,-319.169,0,***,"2010~2023
-2.05(-2.06~-2.04)***",2010~2023,-2.05 (-2.06~-2.04),0,0
Brunei Darussalam,0,Full Range,2010,2023,-2,-2.1,-1.9,1,-43.466,0,***,"2010~2023
-2.00(-2.10~-1.90)***",2010~2023,-2.00 (-2.10~-1.90),0,0
Bulgaria,0,Full Range,2010,2023,-2.54,-2.68,-2.4,1,-39.533,0,***,"2010~2023
-2.54(-2.68~-2.40)***",2010~2023,-2.54 (-2.68~-2.40),0,0
Burkina Faso,0,Full Range,2010,2023,-2.85,-3.08,-2.61,1,-26.22,0,***,"2010~2023
-2.85(-3.08~-2.61)***",2010~2023,-2.85 (-3.08~-2.61),0,0
Burundi,0,Full Range,2010,2023,-1.87,-1.93,-1.82,1,-69.864,0,***,"2010~2023
-1.87(-1.93~-1.82)***",2010~2023,-1.87 (-1.93~-1.82),0,0
Cabo Verde,0,Full Range,2010,2023,-3.62,-3.74,-3.49,1,-61.615,0,***,"2010~2023
-3.62(-3.74~-3.49)***",2010~2023,-3.62 (-3.74~-3.49),0,0
Cambodia,0,Full Range,2010,2023,-1.57,-1.59,-1.55,1,-152.257,0,***,"2010~2023
-1.57(-1.59~-1.55)***",2010~2023,-1.57 (-1.59~-1.55),0,0
Cameroon,0,Full Range,2010,2023,-3.84,-4.06,-3.62,1,-36.546,0,***,"2010~2023
-3.84(-4.06~-3.62)***",2010~2023,-3.84 (-4.06~-3.62),0,0
Canada,0,Full Range,2010,2023,-0.08,-0.13,-0.03,1,-3.379,0.005,**,"2010~2023
-0.08(-0.13~-0.03)**",2010~2023,-0.08 (-0.13~-0.03),0,0
Central African Republic,0,Full Range,2010,2023,-1.11,-1.27,-0.94,1,-14.681,0,***,"2010~2023
-1.11(-1.27~-0.94)***",2010~2023,-1.11 (-1.27~-0.94),0,0
Chad,0,Full Range,2010,2023,-3.09,-3.22,-2.95,1,-49.232,0,***,"2010~2023
-3.09(-3.22~-2.95)***",2010~2023,-3.09 (-3.22~-2.95),0,0
Chile,0,Full Range,2010,2023,-2.21,-2.27,-2.15,1,-79.562,0,***,"2010~2023
-2.21(-2.27~-2.15)***",2010~2023,-2.21 (-2.27~-2.15),0,0
China,0,Full Range,2010,2023,-0.03,-0.04,-0.01,1,-4.394,0.001,**,"2010~2023
-0.03(-0.04~-0.01)**",2010~2023,-0.03 (-0.04~-0.01),0,0
Colombia,0,Full Range,2010,2023,-2.89,-2.95,-2.84,1,-113.91,0,***,"2010~2023
-2.89(-2.95~-2.84)***",2010~2023,-2.89 (-2.95~-2.84),0,0
Comoros,0,Full Range,2010,2023,-1.97,-2.2,-1.73,1,-17.964,0,***,"2010~2023
-1.97(-2.20~-1.73)***",2010~2023,-1.97 (-2.20~-1.73),0,0
Congo,0,Full Range,2010,2023,-2.31,-2.47,-2.16,1,-32.843,0,***,"2010~2023
-2.31(-2.47~-2.16)***",2010~2023,-2.31 (-2.47~-2.16),0,0
Cook Islands,0,Full Range,2010,2023,-1.01,-1.13,-0.89,1,-18.403,0,***,"2010~2023
-1.01(-1.13~-0.89)***",2010~2023,-1.01 (-1.13~-0.89),0,0
Costa Rica,0,Full Range,2010,2023,-2.47,-2.55,-2.4,1,-70.717,0,***,"2010~2023
-2.47(-2.55~-2.40)***",2010~2023,-2.47 (-2.55~-2.40),0,0
Croatia,0,Full Range,2010,2023,-2.6,-2.68,-2.52,1,-66.512,0,***,"2010~2023
-2.60(-2.68~-2.52)***",2010~2023,-2.60 (-2.68~-2.52),0,0
Cuba,0,Full Range,2010,2023,-2.38,-2.49,-2.27,1,-47.899,0,***,"2010~2023
-2.38(-2.49~-2.27)***",2010~2023,-2.38 (-2.49~-2.27),0,0
Cyprus,0,Full Range,2010,2023,-2.14,-2.23,-2.06,1,-54.262,0,***,"2010~2023
-2.14(-2.23~-2.06)***",2010~2023,-2.14 (-2.23~-2.06),0,0
Czechia,0,Full Range,2010,2023,-2.17,-2.24,-2.1,1,-66.663,0,***,"2010~2023
-2.17(-2.24~-2.10)***",2010~2023,-2.17 (-2.24~-2.10),0,0
Côte d'Ivoire,0,Full Range,2010,2023,-3.75,-4.03,-3.47,1,-28.525,0,***,"2010~2023
-3.75(-4.03~-3.47)***",2010~2023,-3.75 (-4.03~-3.47),0,0
Democratic People's Republic of Korea,0,Full Range,2010,2023,-1.75,-1.83,-1.66,1,-46.889,0,***,"2010~2023
-1.75(-1.83~-1.66)***",2010~2023,-1.75 (-1.83~-1.66),0,0
Democratic Republic of the Congo,0,Full Range,2010,2023,-2.25,-2.4,-2.09,1,-30.704,0,***,"2010~2023
-2.25(-2.40~-2.09)***",2010~2023,-2.25 (-2.40~-2.09),0,0
Denmark,0,Full Range,2010,2023,-2.19,-2.28,-2.09,1,-50.872,0,***,"2010~2023
-2.19(-2.28~-2.09)***",2010~2023,-2.19 (-2.28~-2.09),0,0
Djibouti,0,Full Range,2010,2023,-3.79,-3.91,-3.66,1,-64.521,0,***,"2010~2023
-3.79(-3.91~-3.66)***",2010~2023,-3.79 (-3.91~-3.66),0,0
Dominica,0,Full Range,2010,2023,-1.82,-1.94,-1.7,1,-31.937,0,***,"2010~2023
-1.82(-1.94~-1.70)***",2010~2023,-1.82 (-1.94~-1.70),0,0
Dominican Republic,0,Full Range,2010,2023,-2.16,-2.48,-1.83,1,-14.194,0,***,"2010~2023
-2.16(-2.48~-1.83)***",2010~2023,-2.16 (-2.48~-1.83),0,0
Ecuador,0,Full Range,2010,2023,-2.86,-2.96,-2.76,1,-64.102,0,***,"2010~2023
-2.86(-2.96~-2.76)***",2010~2023,-2.86 (-2.96~-2.76),0,0
Egypt,0,Full Range,2010,2023,-1.82,-2,-1.65,1,-22.678,0,***,"2010~2023
-1.82(-2.00~-1.65)***",2010~2023,-1.82 (-2.00~-1.65),0,0
El Salvador,0,Full Range,2010,2023,-2.48,-2.57,-2.39,1,-58.646,0,***,"2010~2023
-2.48(-2.57~-2.39)***",2010~2023,-2.48 (-2.57~-2.39),0,0
Equatorial Guinea,0,Full Range,2010,2023,-2.5,-2.66,-2.34,1,-33.681,0,***,"2010~2023
-2.50(-2.66~-2.34)***",2010~2023,-2.50 (-2.66~-2.34),0,0
Eritrea,0,Full Range,2010,2023,-2.22,-2.28,-2.15,1,-74.198,0,***,"2010~2023
-2.22(-2.28~-2.15)***",2010~2023,-2.22 (-2.28~-2.15),0,0
Estonia,0,Full Range,2010,2023,-2.51,-2.67,-2.35,1,-34.311,0,***,"2010~2023
-2.51(-2.67~-2.35)***",2010~2023,-2.51 (-2.67~-2.35),0,0
Eswatini,0,Full Range,2010,2023,-2.82,-2.92,-2.71,1,-55.177,0,***,"2010~2023
-2.82(-2.92~-2.71)***",2010~2023,-2.82 (-2.92~-2.71),0,0
Ethiopia,0,Full Range,2010,2023,-0.53,-0.56,-0.5,1,-34.428,0,***,"2010~2023
-0.53(-0.56~-0.50)***",2010~2023,-0.53 (-0.56~-0.50),0,0
Fiji,0,Full Range,2010,2023,-0.68,-0.76,-0.59,1,-16.671,0,***,"2010~2023
-0.68(-0.76~-0.59)***",2010~2023,-0.68 (-0.76~-0.59),0,0
Finland,0,Full Range,2010,2023,-2.15,-2.23,-2.08,1,-63.999,0,***,"2010~2023
-2.15(-2.23~-2.08)***",2010~2023,-2.15 (-2.23~-2.08),0,0
France,0,Full Range,2010,2023,-2.25,-2.35,-2.15,1,-47.956,0,***,"2010~2023
-2.25(-2.35~-2.15)***",2010~2023,-2.25 (-2.35~-2.15),0,0
Gabon,0,Full Range,2010,2023,-2.69,-2.84,-2.54,1,-38.627,0,***,"2010~2023
-2.69(-2.84~-2.54)***",2010~2023,-2.69 (-2.84~-2.54),0,0
Gambia,0,Full Range,2010,2023,-3.42,-3.54,-3.3,1,-61.625,0,***,"2010~2023
-3.42(-3.54~-3.30)***",2010~2023,-3.42 (-3.54~-3.30),0,0
Georgia,0,Full Range,2010,2023,-2.36,-2.44,-2.27,1,-58.55,0,***,"2010~2023
-2.36(-2.44~-2.27)***",2010~2023,-2.36 (-2.44~-2.27),0,0
Germany,0,Full Range,2010,2023,-2.08,-2.11,-2.04,1,-127.834,0,***,"2010~2023
-2.08(-2.11~-2.04)***",2010~2023,-2.08 (-2.11~-2.04),0,0
Ghana,0,Full Range,2010,2023,-3.53,-3.8,-3.26,1,-27.614,0,***,"2010~2023
-3.53(-3.80~-3.26)***",2010~2023,-3.53 (-3.80~-3.26),0,0
Greece,0,Full Range,2010,2023,-1.69,-1.8,-1.58,1,-32.934,0,***,"2010~2023
-1.69(-1.80~-1.58)***",2010~2023,-1.69 (-1.80~-1.58),0,0
Greenland,0,Full Range,2010,2023,-0.82,-0.94,-0.7,1,-14.904,0,***,"2010~2023
-0.82(-0.94~-0.70)***",2010~2023,-0.82 (-0.94~-0.70),0,0
Grenada,0,Full Range,2010,2023,-2.42,-2.55,-2.29,1,-40.151,0,***,"2010~2023
-2.42(-2.55~-2.29)***",2010~2023,-2.42 (-2.55~-2.29),0,0
Guam,0,Full Range,2010,2023,-0.29,-0.46,-0.12,1,-3.716,0.003,**,"2010~2023
-0.29(-0.46~-0.12)**",2010~2023,-0.29 (-0.46~-0.12),0,0
Guatemala,0,Full Range,2010,2023,-2.17,-2.31,-2.03,1,-33.431,0,***,"2010~2023
-2.17(-2.31~-2.03)***",2010~2023,-2.17 (-2.31~-2.03),0,0
Guinea,0,Full Range,2010,2023,-3.31,-3.61,-3.02,1,-23.981,0,***,"2010~2023
-3.31(-3.61~-3.02)***",2010~2023,-3.31 (-3.61~-3.02),0,0
Guinea-Bissau,0,Full Range,2010,2023,-3.27,-3.46,-3.08,1,-37.088,0,***,"2010~2023
-3.27(-3.46~-3.08)***",2010~2023,-3.27 (-3.46~-3.08),0,0
Guyana,0,Full Range,2010,2023,-2.51,-2.72,-2.3,1,-25.729,0,***,"2010~2023
-2.51(-2.72~-2.30)***",2010~2023,-2.51 (-2.72~-2.30),0,0
Haiti,0,Full Range,2010,2023,-1.65,-1.7,-1.6,1,-71.229,0,***,"2010~2023
-1.65(-1.70~-1.60)***",2010~2023,-1.65 (-1.70~-1.60),0,0
Honduras,0,Full Range,2010,2023,-2.02,-2.13,-1.92,1,-42.411,0,***,"2010~2023
-2.02(-2.13~-1.92)***",2010~2023,-2.02 (-2.13~-1.92),0,0
Hungary,0,Full Range,2010,2023,-2.59,-2.65,-2.52,1,-86.417,0,***,"2010~2023
-2.59(-2.65~-2.52)***",2010~2023,-2.59 (-2.65~-2.52),0,0
Iceland,0,Full Range,2010,2023,-1.95,-1.97,-1.93,1,-215.122,0,***,"2010~2023
-1.95(-1.97~-1.93)***",2010~2023,-1.95 (-1.97~-1.93),0,0
India,0,Full Range,2010,2023,-0.08,-0.13,-0.03,1,-3.319,0.006,**,"2010~2023
-0.08(-0.13~-0.03)**",2010~2023,-0.08 (-0.13~-0.03),0,0
Indonesia,0,Full Range,2010,2023,-0.55,-0.6,-0.49,1,-22.06,0,***,"2010~2023
-0.55(-0.60~-0.49)***",2010~2023,-0.55 (-0.60~-0.49),0,0
Iran (Islamic Republic of),0,Full Range,2010,2023,-0.69,-0.72,-0.67,1,-51.607,0,***,"2010~2023
-0.69(-0.72~-0.67)***",2010~2023,-0.69 (-0.72~-0.67),0,0
Iraq,0,Full Range,2010,2023,-2.89,-2.95,-2.83,1,-108.952,0,***,"2010~2023
-2.89(-2.95~-2.83)***",2010~2023,-2.89 (-2.95~-2.83),0,0
Ireland,0,Full Range,2010,2023,-2.34,-2.45,-2.23,1,-44.453,0,***,"2010~2023
-2.34(-2.45~-2.23)***",2010~2023,-2.34 (-2.45~-2.23),0,0
Israel,0,Full Range,2010,2023,-2.26,-2.32,-2.2,1,-83.501,0,***,"2010~2023
-2.26(-2.32~-2.20)***",2010~2023,-2.26 (-2.32~-2.20),0,0
Italy,0,Full Range,2010,2023,-0.92,-1.1,-0.75,1,-11.415,0,***,"2010~2023
-0.92(-1.10~-0.75)***",2010~2023,-0.92 (-1.10~-0.75),0,0
Jamaica,0,Full Range,2010,2023,-1.85,-2.02,-1.68,1,-23.193,0,***,"2010~2023
-1.85(-2.02~-1.68)***",2010~2023,-1.85 (-2.02~-1.68),0,0
Japan,0,Full Range,2010,2023,-2.28,-2.34,-2.23,1,-88.133,0,***,"2010~2023
-2.28(-2.34~-2.23)***",2010~2023,-2.28 (-2.34~-2.23),0,0
Jordan,0,Full Range,2010,2023,-2.42,-2.57,-2.28,1,-36.332,0,***,"2010~2023
-2.42(-2.57~-2.28)***",2010~2023,-2.42 (-2.57~-2.28),0,0
Kazakhstan,0,Full Range,2010,2023,-3.26,-3.59,-2.93,1,-21.22,0,***,"2010~2023
-3.26(-3.59~-2.93)***",2010~2023,-3.26 (-3.59~-2.93),0,0
Kenya,0,Full Range,2010,2023,-0.49,-0.58,-0.4,1,-11.751,0,***,"2010~2023
-0.49(-0.58~-0.40)***",2010~2023,-0.49 (-0.58~-0.40),0,0
Kiribati,0,Full Range,2010,2023,-0.43,-0.49,-0.37,1,-14.819,0,***,"2010~2023
-0.43(-0.49~-0.37)***",2010~2023,-0.43 (-0.49~-0.37),0,0
Kuwait,0,Full Range,2010,2023,-2.26,-2.43,-2.08,1,-27.855,0,***,"2010~2023
-2.26(-2.43~-2.08)***",2010~2023,-2.26 (-2.43~-2.08),0,0
Kyrgyzstan,0,Full Range,2010,2023,-2.85,-2.97,-2.73,1,-49.723,0,***,"2010~2023
-2.85(-2.97~-2.73)***",2010~2023,-2.85 (-2.97~-2.73),0,0
Lao People's Democratic Republic,0,Full Range,2010,2023,-2.15,-2.19,-2.12,1,-130.182,0,***,"2010~2023
-2.15(-2.19~-2.12)***",2010~2023,-2.15 (-2.19~-2.12),0,0
Latvia,0,Full Range,2010,2023,-2.8,-2.9,-2.7,1,-59.529,0,***,"2010~2023
-2.80(-2.90~-2.70)***",2010~2023,-2.80 (-2.90~-2.70),0,0
Lebanon,0,Full Range,2010,2023,-2.25,-2.37,-2.12,1,-38.964,0,***,"2010~2023
-2.25(-2.37~-2.12)***",2010~2023,-2.25 (-2.37~-2.12),0,0
Lesotho,0,Full Range,2010,2023,-2.35,-2.42,-2.27,1,-65.172,0,***,"2010~2023
-2.35(-2.42~-2.27)***",2010~2023,-2.35 (-2.42~-2.27),0,0
Liberia,0,Full Range,2010,2023,-3.48,-3.67,-3.3,1,-40.249,0,***,"2010~2023
-3.48(-3.67~-3.30)***",2010~2023,-3.48 (-3.67~-3.30),0,0
Libya,0,Full Range,2010,2023,-1.08,-1.27,-0.9,1,-12.755,0,***,"2010~2023
-1.08(-1.27~-0.90)***",2010~2023,-1.08 (-1.27~-0.90),0,0
Lithuania,0,Full Range,2010,2023,-2.69,-2.79,-2.6,1,-61.054,0,***,"2010~2023
-2.69(-2.79~-2.60)***",2010~2023,-2.69 (-2.79~-2.60),0,0
Luxembourg,0,Full Range,2010,2023,-2.12,-2.17,-2.07,1,-94.74,0,***,"2010~2023
-2.12(-2.17~-2.07)***",2010~2023,-2.12 (-2.17~-2.07),0,0
Madagascar,0,Full Range,2010,2023,-2.13,-2.22,-2.04,1,-50.633,0,***,"2010~2023
-2.13(-2.22~-2.04)***",2010~2023,-2.13 (-2.22~-2.04),0,0
Malawi,0,Full Range,2010,2023,-2.98,-3.06,-2.9,1,-80.435,0,***,"2010~2023
-2.98(-3.06~-2.90)***",2010~2023,-2.98 (-3.06~-2.90),0,0
Malaysia,0,Full Range,2010,2023,-0.72,-0.75,-0.68,1,-41.708,0,***,"2010~2023
-0.72(-0.75~-0.68)***",2010~2023,-0.72 (-0.75~-0.68),0,0
Maldives,0,Full Range,2010,2023,-0.7,-0.8,-0.6,1,-14.65,0,***,"2010~2023
-0.70(-0.80~-0.60)***",2010~2023,-0.70 (-0.80~-0.60),0,0
Mali,0,Full Range,2010,2023,-3.21,-3.4,-3.03,1,-37.335,0,***,"2010~2023
-3.21(-3.40~-3.03)***",2010~2023,-3.21 (-3.40~-3.03),0,0
Malta,0,Full Range,2010,2023,-2.41,-2.45,-2.38,1,-149.641,0,***,"2010~2023
-2.41(-2.45~-2.38)***",2010~2023,-2.41 (-2.45~-2.38),0,0
Marshall Islands,0,Full Range,2010,2023,-0.61,-0.66,-0.57,1,-28.448,0,***,"2010~2023
-0.61(-0.66~-0.57)***",2010~2023,-0.61 (-0.66~-0.57),0,0
Mauritania,0,Full Range,2010,2023,-4.25,-4.36,-4.14,1,-80.392,0,***,"2010~2023
-4.25(-4.36~-4.14)***",2010~2023,-4.25 (-4.36~-4.14),0,0
Mauritius,0,Full Range,2010,2023,-0.6,-0.68,-0.52,1,-15.687,0,***,"2010~2023
-0.60(-0.68~-0.52)***",2010~2023,-0.60 (-0.68~-0.52),0,0
Mexico,0,Full Range,2010,2023,-2.16,-2.23,-2.09,1,-68.344,0,***,"2010~2023
-2.16(-2.23~-2.09)***",2010~2023,-2.16 (-2.23~-2.09),0,0
Micronesia (Federated States of),0,Full Range,2010,2023,-0.59,-0.62,-0.56,1,-43.929,0,***,"2010~2023
-0.59(-0.62~-0.56)***",2010~2023,-0.59 (-0.62~-0.56),0,0
Monaco,0,Full Range,2010,2023,-2.04,-2.07,-2,1,-136.752,0,***,"2010~2023
-2.04(-2.07~-2.00)***",2010~2023,-2.04 (-2.07~-2.00),0,0
Mongolia,0,Full Range,2010,2023,-2.71,-2.81,-2.61,1,-59.215,0,***,"2010~2023
-2.71(-2.81~-2.61)***",2010~2023,-2.71 (-2.81~-2.61),0,0
Montenegro,0,Full Range,2010,2023,-2.55,-2.67,-2.43,1,-44.505,0,***,"2010~2023
-2.55(-2.67~-2.43)***",2010~2023,-2.55 (-2.67~-2.43),0,0
Morocco,0,Full Range,2010,2023,-2.68,-2.7,-2.66,1,-278,0,***,"2010~2023
-2.68(-2.70~-2.66)***",2010~2023,-2.68 (-2.70~-2.66),0,0
Mozambique,0,Full Range,2010,2023,-2.22,-2.38,-2.06,1,-30.33,0,***,"2010~2023
-2.22(-2.38~-2.06)***",2010~2023,-2.22 (-2.38~-2.06),0,0
Myanmar,0,Full Range,2010,2023,-0.92,-0.93,-0.91,1,-188.474,0,***,"2010~2023
-0.92(-0.93~-0.91)***",2010~2023,-0.92 (-0.93~-0.91),0,0
Namibia,0,Full Range,2010,2023,-3.03,-3.15,-2.9,1,-52.072,0,***,"2010~2023
-3.03(-3.15~-2.90)***",2010~2023,-3.03 (-3.15~-2.90),0,0
Nauru,0,Full Range,2010,2023,-1.14,-1.17,-1.1,1,-70.918,0,***,"2010~2023
-1.14(-1.17~-1.10)***",2010~2023,-1.14 (-1.17~-1.10),0,0
Nepal,0,Full Range,2010,2023,-2.66,-2.89,-2.44,1,-25.938,0,***,"2010~2023
-2.66(-2.89~-2.44)***",2010~2023,-2.66 (-2.89~-2.44),0,0
Netherlands,0,Full Range,2010,2023,-2.03,-2.09,-1.97,1,-73.204,0,***,"2010~2023
-2.03(-2.09~-1.97)***",2010~2023,-2.03 (-2.09~-1.97),0,0
New Zealand,0,Full Range,2010,2023,-1.69,-1.75,-1.63,1,-64.246,0,***,"2010~2023
-1.69(-1.75~-1.63)***",2010~2023,-1.69 (-1.75~-1.63),0,0
Nicaragua,0,Full Range,2010,2023,-2.57,-2.62,-2.52,1,-110.725,0,***,"2010~2023
-2.57(-2.62~-2.52)***",2010~2023,-2.57 (-2.62~-2.52),0,0
Niger,0,Full Range,2010,2023,-2.83,-3,-2.66,1,-36.282,0,***,"2010~2023
-2.83(-3.00~-2.66)***",2010~2023,-2.83 (-3.00~-2.66),0,0
Nigeria,0,Full Range,2010,2023,-3.56,-3.84,-3.29,1,-27.85,0,***,"2010~2023
-3.56(-3.84~-3.29)***",2010~2023,-3.56 (-3.84~-3.29),0,0
Niue,0,Full Range,2010,2023,-0.71,-0.78,-0.64,1,-21.368,0,***,"2010~2023
-0.71(-0.78~-0.64)***",2010~2023,-0.71 (-0.78~-0.64),0,0
North Macedonia,0,Full Range,2010,2023,-2.18,-2.27,-2.1,1,-58.261,0,***,"2010~2023
-2.18(-2.27~-2.10)***",2010~2023,-2.18 (-2.27~-2.10),0,0
Northern Mariana Islands,0,Full Range,2010,2023,-0.59,-0.82,-0.36,1,-5.575,0,***,"2010~2023
-0.59(-0.82~-0.36)***",2010~2023,-0.59 (-0.82~-0.36),0,0
Norway,0,Full Range,2010,2023,-1.98,-2.06,-1.9,1,-55.197,0,***,"2010~2023
-1.98(-2.06~-1.90)***",2010~2023,-1.98 (-2.06~-1.90),0,0
Oman,0,Full Range,2010,2023,-2.92,-3.04,-2.8,1,-52.445,0,***,"2010~2023
-2.92(-3.04~-2.80)***",2010~2023,-2.92 (-3.04~-2.80),0,0
Pakistan,0,Full Range,2010,2023,-2.92,-2.97,-2.87,1,-121.698,0,***,"2010~2023
-2.92(-2.97~-2.87)***",2010~2023,-2.92 (-2.97~-2.87),0,0
Palau,0,Full Range,2010,2023,-0.59,-0.64,-0.55,1,-30.946,0,***,"2010~2023
-0.59(-0.64~-0.55)***",2010~2023,-0.59 (-0.64~-0.55),0,0
Palestine,0,Full Range,2010,2023,-2.71,-2.74,-2.68,1,-189.302,0,***,"2010~2023
-2.71(-2.74~-2.68)***",2010~2023,-2.71 (-2.74~-2.68),0,0
Panama,0,Full Range,2010,2023,-2.86,-2.95,-2.76,1,-64.737,0,***,"2010~2023
-2.86(-2.95~-2.76)***",2010~2023,-2.86 (-2.95~-2.76),0,0
Papua New Guinea,0,Full Range,2010,2023,-0.47,-0.53,-0.41,1,-16.94,0,***,"2010~2023
-0.47(-0.53~-0.41)***",2010~2023,-0.47 (-0.53~-0.41),0,0
Paraguay,0,Full Range,2010,2023,-2.51,-2.55,-2.47,1,-137.354,0,***,"2010~2023
-2.51(-2.55~-2.47)***",2010~2023,-2.51 (-2.55~-2.47),0,0
Peru,0,Full Range,2010,2023,-3.21,-3.39,-3.03,1,-38.264,0,***,"2010~2023
-3.21(-3.39~-3.03)***",2010~2023,-3.21 (-3.39~-3.03),0,0
Philippines,0,Full Range,2010,2023,-0.01,-0.02,-0.01,1,-5.616,0,***,"2010~2023
-0.01(-0.02~-0.01)***",2010~2023,-0.01 (-0.02~-0.01),0,0
Poland,0,Full Range,2010,2023,-2.59,-2.67,-2.5,1,-65.53,0,***,"2010~2023
-2.59(-2.67~-2.50)***",2010~2023,-2.59 (-2.67~-2.50),0,0
Portugal,0,Full Range,2010,2023,-2.41,-2.46,-2.35,1,-88.943,0,***,"2010~2023
-2.41(-2.46~-2.35)***",2010~2023,-2.41 (-2.46~-2.35),0,0
Puerto Rico,0,Full Range,2010,2023,-2.26,-2.32,-2.21,1,-88.607,0,***,"2010~2023
-2.26(-2.32~-2.21)***",2010~2023,-2.26 (-2.32~-2.21),0,0
